Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1771724995	1438	0	0	0	0	168107	480468	0	2047448	22877893	0	202513	0	3041669	14737	2607400	5572	109	6984	10	39
1771724996	1439	0	0	0	0	171030	481400	0	1999604	22897672	0	202745	0	3042309	14748	2607572	5574	109	6985	6	29
1771724997	1440	0	0	0	0	167116	469676	0	1976156	22910858	0	202887	0	3043201	14758	2608217	5579	110	6990	6	29
1771724998	1441	0	0	0	0	241494	708928	0	2667616	22937230	0	203167	0	3043481	14763	2608217	5579	110	6994	11	40
1771724999	1442	0	0	0	0	174451	491660	0	2020112	22937230	0	203167	0	3048753	14784	2609925	5591	110	6997	6	29
1771725000	1443	0	0	0	0	251816	575360	0	2389936	22963602	0	203449	0	3049388	14793	2609925	5591	110	7004	10	42
1771725001	1444	0	0	0	0	169077	475532	0	1987880	22963602	0	203449	0	3050077	14800	2609925	5591	110	7007	6	29
1771725002	1445	0	0	0	0	242445	562764	0	2334892	22989974	0	203731	0	3050688	14810	2609987	5592	110	7014	10	36
1771725003	1446	0	0	0	0	170548	479920	0	1996664	22989974	0	203731	0	3051198	14817	2610049	5593	110	7016	6	29
1771725004	1447	0	0	0	0	258106	582940	0	2356228	23016346	0	204013	0	3051646	14825	2610049	5593	110	7021	9	36
1771725005	1448	0	0	0	0	170059	333044	0	1697320	23016346	0	204013	0	3052046	14832	2610173	5595	110	7024	5	28
1771725006	1449	0	0	0	0	243385	559676	0	2397472	23042718	0	204295	0	3053058	14843	2610173	5595	110	7030	11	46
1771725007	1450	0	0	0	0	172066	631724	0	2305784	23042718	0	204295	0	3053866	14851	2610173	5595	110	7033	7	30
1771725008	1451	0	0	0	0	170535	487780	0	2062088	23049311	0	204347	0	3054716	14856	2610173	5595	110	7042	10	39
1771725009	1452	0	0	0	0	167610	471140	0	1979096	23069090	0	204577	0	3060256	14878	2611967	5608	111	7042	6	29
1771725010	1453	0	0	0	0	167107	477324	0	2041580	23075683	0	204629	0	3062941	14904	2616477	5624	111	7051	10	39
1771725011	1454	0	0	0	0	167620	471152	0	1979096	23095462	0	204857	0	3066919	14926	2623588	5639	111	7051	6	29
1771725012	1455	0	0	0	0	172495	493608	0	2073812	23102055	0	204911	0	3067199	14931	2623588	5639	111	7059	10	39
1771725013	1456	0	0	0	0	172992	487268	0	2011316	23121834	0	205141	0	3067749	14940	2623588	5639	111	7059	6	29
1771725014	1457	0	0	0	0	172254	635720	0	2328568	23135020	0	205283	0	3068619	14948	2623928	5641	111	7068	7	30
1771725015	1458	0	0	0	0	268283	601464	0	2372004	23167985	0	205617	0	3070984	14957	2623928	5641	111	7073	9	35
1771725016	1459	0	0	0	0	170053	478456	0	1993736	23167985	0	205617	0	3071901	14961	2623928	5641	111	7075	6	29
1771725017	1460	0	0	0	0	170469	339692	0	1742888	23167985	0	205617	0	3072639	14967	2623928	5641	111	7082	8	35
1771725018	1461	0	0	0	0	173965	490184	0	2017172	23187764	0	205849	0	3073836	14976	2623928	5641	111	7083	6	29
1771725019	1462	0	0	0	0	176892	506808	0	2100176	23194357	0	205899	0	3079356	14999	2625723	5651	111	7092	10	39
1771725020	1463	0	0	0	0	172009	484324	0	2005460	23214136	0	206131	0	3080073	15006	2625809	5652	111	7092	6	29
1771725021	1464	0	0	0	0	172494	493456	0	2073812	23220729	0	206183	0	3080256	15008	2625809	5652	111	7101	10	39
1771725022	1465	0	0	0	0	170058	333044	0	1697320	23240508	0	206415	0	3080900	15010	2625809	5652	112	7101	5	28
1771725023	1466	0	0	0	0	173463	496548	0	2079668	23247101	0	206467	0	3081359	15017	2625809	5652	112	7109	10	39
1771725024	1467	0	0	0	0	172497	485764	0	2008388	23266880	0	206697	0	3082310	15025	2625924	5653	112	7109	6	29
1771725025	1468	0	0	0	0	168594	481916	0	2050376	23273473	0	206751	0	3084012	15033	2626010	5654	112	7117	10	39
1771725026	1469	0	0	0	0	173959	490184	0	2017172	23293252	0	206981	0	3084479	15038	2626010	5654	112	7117	6	29
1771725027	1470	0	0	0	0	173956	490184	0	2017172	23306438	0	207123	0	3085219	15048	2626010	5654	112	7123	6	29
1771725028	1471	0	0	0	0	255156	577508	0	2365348	23332810	0	207405	0	3086927	15062	2627998	5660	112	7133	10	39
1771725029	1472	0	0	0	0	170536	479900	0	1996664	23332810	0	207405	0	3091837	15084	2629878	5674	112	7136	6	29
1771725030	1473	0	0	0	0	236214	556776	0	2349716	23359182	0	207687	0	3092901	15095	2630218	5677	112	7141	10	39
1771725031	1474	0	0	0	0	165661	465284	0	1967372	23359182	0	207687	0	3093657	15101	2630339	5678	112	7143	6	29
1771725032	1475	0	0	0	0	251569	431076	0	2052092	23385554	0	207971	0	3093937	15106	2630339	5678	112	7149	10	37
1771725033	1476	0	0	0	0	166204	608264	0	2258904	23385554	0	207971	0	3094173	15110	2630425	5679	112	7151	7	30
1771725034	1477	0	0	0	0	174943	500888	0	2088464	23392147	0	208021	0	3094766	15115	2630425	5679	113	7160	10	39
1771725035	1478	0	0	0	0	168585	474064	0	1984952	23411926	0	208251	0	3095170	15122	2630511	5680	113	7160	6	29
1771725036	1479	0	0	0	0	172458	493496	0	2049224	23418519	0	208305	0	3095592	15127	2630763	5682	113	7166	10	36
1771725037	1480	0	0	0	0	166144	466748	0	1970300	23438298	0	208535	0	3096211	15134	2630933	5683	113	7173	6	29
1771725038	1481	0	0	0	0	170578	487804	0	2086676	23444891	0	208587	0	3096323	15136	2630933	5683	113	7183	10	42
1771725039	1482	0	0	0	0	171029	481400	0	1999604	23471263	0	208871	0	3112843	15207	2656288	5744	113	7183	5	28
1771725040	1483	0	0	0	0	168592	481908	0	2050376	23477856	0	208923	0	3117994	15224	2656917	5750	113	7191	8	37
1771725041	1484	0	0	0	0	228797	401892	0	2027264	23504228	0	209243	0	3122406	15255	2665348	5776	113	7191	7	32
1771725042	1485	0	0	0	0	169566	476996	0	1990808	23504228	0	209243	0	3122743	15259	2665348	5776	113	7194	6	29
1771725043	1486	0	0	0	0	175426	502404	0	2091392	23510821	0	209297	0	3123318	15263	2665688	5778	113	7203	10	39
1771725044	1487	0	0	0	0	174450	491648	0	2020112	23530600	0	209525	0	3123959	15270	2665964	5780	113	7203	6	29
1771725045	1488	0	0	0	0	172405	343464	0	1734312	23537193	0	209579	0	3124205	15274	2666070	5781	113	7208	8	33
1771725046	1489	0	0	0	0	167606	471088	0	1979096	23556972	0	209807	0	3125480	15286	2666070	5781	114	7212	6	29
1771725047	1490	0	0	0	0	176423	505212	0	2121836	23563565	0	209861	0	3131762	15335	2680402	5810	114	7224	10	42
1771725048	1491	0	0	0	0	170058	333004	0	1697320	23583344	0	210091	0	3135032	15357	2683902	5816	114	7224	5	28
1771725049	1492	0	0	0	0	172981	495072	0	2076740	23589937	0	210141	0	3137232	15384	2687844	5827	114	7231	10	39
1771725050	1493	0	0	0	0	172556	633660	0	2309688	23609716	0	210371	0	3142606	15408	2689673	5840	114	7242	7	30
1771725051	1494	0	0	0	0	173467	496528	0	2079668	23616309	0	210425	0	3224389	15489	2699502	5880	114	7252	10	39
1771725052	1495	0	0	0	0	170543	479924	0	1996664	23636088	0	210653	0	3224985	15497	2699626	5882	114	7252	6	29
1771725053	1496	0	0	0	0	174376	347416	0	1758512	23642681	0	210707	0	3225385	15504	2699750	5884	114	7256	8	35
1771725054	1497	0	0	0	0	169563	476996	0	1990808	23662460	0	210935	0	3225930	15511	2699750	5884	114	7258	6	29
1771725055	1498	0	0	0	0	168097	480392	0	2047448	23669053	0	210987	0	3226210	15516	2699750	5884	114	7268	10	39
1771725056	1499	0	0	0	0	173471	488720	0	2014244	23688832	0	211215	0	3226520	15521	2699750	5884	114	7268	6	29
1771725057	1500	0	0	0	0	169562	484788	0	2056232	23695425	0	211269	0	3227101	15529	2700138	5888	114	7276	10	39
1771725058	1501	0	0	0	0	173532	637564	0	2317496	23715204	0	211497	0	3227243	15531	2700138	5888	115	7276	7	30
1771725059	1502	0	0	0	0	174357	347416	0	1742120	23721797	0	211551	0	3227494	15534	2700138	5888	115	7279	8	33
1771725060	1503	0	0	0	0	169079	331084	0	1693416	23741576	0	211781	0	3232213	15553	2701846	5900	115	7281	5	28
1771725061	1504	0	0	0	0	172982	495028	0	2076740	23748169	0	211831	0	3232381	15556	2701846	5900	115	7290	10	39
1771725062	1505	0	0	0	0	172989	487256	0	2011316	23767948	0	212063	0	3232605	15560	2701846	5900	115	7290	6	29
1771725063	1506	0	0	0	0	171943	342536	0	1765144	23774541	0	212113	0	3232943	15564	2701846	5900	115	7298	8	37
1771725064	1507	0	0	0	0	170550	487740	0	2062088	23794320	0	212309	0	3233566	15568	2701846	5900	115	7306	9	38
1771725065	1508	0	0	0	0	169559	484836	0	2056232	23800913	0	212397	0	3233846	15573	2701846	5900	115	7312	10	39
1771725066	1509	0	0	0	0	172500	485804	0	2008388	23820692	0	212627	0	3234309	15579	2701932	5901	115	7312	6	29
1771725067	1510	0	0	0	0	174471	499344	0	2110112	23827285	0	212681	0	3236771	15586	2701932	5901	115	7323	10	42
1771725068	1511	0	0	0	0	174507	641484	0	2325320	23847064	0	212909	0	3238877	15611	2706314	5916	115	7323	7	30
1771725069	1512	0	0	0	0	173960	498032	0	2082596	23853657	0	212961	0	3239461	15616	2706400	5917	115	7329	10	39
1771725070	1513	0	0	0	0	172003	484328	0	2005460	23873436	0	213191	0	3245660	15640	2708108	5929	115	7329	6	29
1771725071	1514	0	0	0	0	170049	486224	0	2059160	23880029	0	213241	0	3248653	15659	2715055	5942	116	7337	10	39
1771725072	1515	0	0	0	0	24950	39368	0	1110864	23899808	0	213435	0	3250463	15673	2715438	5946	116	7337	3	26
1771725073	1516	0	0	0	0	145601	169560	0	1535236	23919587	0	213665	0	3252787	15680	2715438	5946	116	7339	5	32
1771725074	1517	0	0	0	0	316297	779824	0	2651012	23926180	0	213755	0	3254341	15688	2715696	5949	116	7344	11	40
1771725075	1518	0	0	0	0	74641	199656	0	1475116	23926180	0	213755	0	3254916	15693	2715696	5949	116	7348	9	38
1771725076	1519	0	0	0	0	172992	494908	0	2101328	23945959	0	213947	0	3255816	15700	2715866	5950	116	7357	10	42
1771725077	1520	0	0	0	0	173930	497868	0	2082596	23959145	0	214089	0	3256040	15704	2716036	5951	116	7360	10	39
1771725078	1521	0	0	0	0	171505	482864	0	2002532	23978924	0	214317	0	3256332	15709	2716122	5952	116	7362	6	29
1771725079	1522	0	0	0	0	172483	485776	0	2008388	23992110	0	214457	0	3257575	15722	2716811	5956	116	7365	6	29
1771725080	1523	0	0	0	0	169728	631840	0	2373480	24011889	0	214651	0	3262099	15736	2717730	5960	116	7375	10	39
1771725081	1524	0	0	0	0	172463	493596	0	2073812	24011889	0	214651	0	3262211	15738	2717730	5960	116	7377	10	39
1771725082	1525	0	0	0	0	173895	346540	0	1772952	24025075	0	214791	0	3262353	15740	2717730	5960	116	7380	8	37
1771725083	1526	0	0	0	0	172016	492192	0	2070884	24038261	0	214933	0	3263107	15747	2717730	5960	117	7388	10	39
1771725084	1527	0	0	0	0	173961	497984	0	2082596	24051447	0	215073	0	3264111	15754	2717931	5962	117	7391	10	39
1771725085	1528	0	0	0	0	171463	341648	0	1763192	24064633	0	215215	0	3264515	15761	2718017	5963	117	7395	8	37
1771725086	1529	0	0	0	0	170548	487900	0	2062088	24077819	0	215355	0	3264943	15768	2718275	5966	117	7400	10	39
1771725087	1530	0	0	0	0	169565	484664	0	2056232	24091005	0	215497	0	3266398	15773	2718275	5966	117	7405	10	39
1771725088	1531	0	0	0	0	171716	639540	0	2421896	24104191	0	215639	0	3267510	15776	2718275	5966	117	7414	12	47
1771725089	1532	0	0	0	0	174404	499180	0	2060936	24117377	0	215781	0	3271314	15800	2722958	5983	117	7414	10	36
1771725090	1533	0	0	0	0	170546	487760	0	2062088	24130563	0	215923	0	3276904	15821	2724746	5995	117	7417	10	39
1771725091	1534	0	0	0	0	166630	476020	0	2038652	24143749	0	216065	0	3277125	15822	2724746	5995	117	7421	10	39
1771725092	1535	0	0	0	0	171679	639744	0	2389112	24156935	0	216207	0	3279871	15835	2724746	5995	117	7429	12	43
1771725093	1536	0	0	0	0	175432	502240	0	2091392	24170121	0	216349	0	3281288	15848	2725403	6000	117	7430	10	39
1771725094	1537	0	0	0	0	176032	657100	0	2391480	24183307	0	216489	0	3282643	15853	2725403	6000	117	7434	12	39
1771725095	1538	0	0	0	0	171519	490696	0	2067956	24196493	0	216633	0	3283800	15858	2725403	6000	117	7437	10	39
1771725096	1539	0	0	0	0	173476	496536	0	2079668	24209679	0	216773	0	3284726	15866	2725403	6000	118	7442	10	39
1771725097	1540	0	0	0	0	167301	622200	0	2353944	24222865	0	216913	0	3285604	15872	2725403	6000	118	7447	12	43
1771725098	1541	0	0	0	0	171515	482864	0	2002532	24242644	0	217143	0	3286914	15879	2725489	6001	118	7447	6	29
1771725099	1542	0	0	0	0	165176	471584	0	2029868	24249237	0	217195	0	3291667	15900	2732703	6014	118	7455	10	39
1771725100	1543	0	0	0	0	171197	637508	0	2385192	24262423	0	217335	0	3292144	15907	2733524	6017	118	7461	12	43
1771725101	1544	0	0	0	0	173989	497996	0	2107184	24275609	0	217475	0	3297571	15926	2737461	6028	118	7466	10	42
1771725102	1545	0	0	0	0	170578	487712	0	2086676	24288795	0	217617	0	3300382	15940	2741544	6041	118	7470	10	42
1771725103	1546	0	0	0	0	172916	344556	0	1752656	24301981	0	217755	0	3300729	15945	2741544	6041	118	7471	8	35
1771725104	1547	0	0	0	0	172979	495076	0	2076740	24315167	0	217897	0	3302025	15952	2741668	6043	118	7477	10	39
1771725105	1548	0	0	0	0	164656	469800	0	2002352	24328353	0	218039	0	3303216	15960	2742070	6046	118	7479	10	36
1771725106	1549	0	0	0	0	167055	332860	0	1729216	24341539	0	218177	0	3304756	15969	2742657	6052	118	7481	8	35
1771725107	1550	0	0	0	0	172514	493476	0	2098400	24354725	0	218321	0	3305200	15971	2742657	6052	118	7492	10	42
1771725108	1551	0	0	0	0	173599	647364	0	2371944	24367911	0	218461	0	3305762	15976	2742657	6052	118	7497	12	39
1771725109	1552	0	0	0	0	171936	342596	0	1748752	24381097	0	218601	0	3307727	15999	2747038	6067	119	7499	8	35
1771725110	1553	0	0	0	0	171532	490728	0	2067956	24394283	0	218745	0	3308922	16004	2747038	6067	119	7505	10	39
1771725111	1554	0	0	0	0	173505	496540	0	2104256	24407469	0	218885	0	3313738	16022	2748359	6075	119	7513	10	42
1771725112	1555	0	0	0	0	171008	489216	0	2065016	24420655	0	219025	0	3314182	16024	2748359	6075	119	7514	10	39
1771725113	1556	0	0	0	0	169809	626016	0	2374568	24440434	0	219255	0	3315343	16032	2748359	6075	119	7521	7	30
1771725114	1557	0	0	0	0	170527	487736	0	2062088	24447027	0	219309	0	3315843	16035	2748359	6075	119	7529	10	39
1771725115	1558	0	0	0	0	171526	490724	0	2092544	24460213	0	219449	0	3317705	16047	2751529	6080	119	7537	10	42
1771725116	1559	0	0	0	0	170046	486292	0	2059160	24473399	0	219589	0	3318589	16054	2751529	6080	119	7546	10	39
1771725117	1560	0	0	0	0	168070	480268	0	2022860	24486585	0	219731	0	3319201	16059	2751529	6080	119	7548	10	36
1771725118	1561	0	0	0	0	173967	498028	0	2082596	24499771	0	219871	0	3319425	16063	2751529	6080	119	7553	10	39
1771725119	1562	0	0	0	0	174931	500932	0	2088464	24512957	0	220011	0	3320112	16071	2751787	6083	119	7558	10	39
1771725120	1563	0	0	0	0	171547	490716	0	2092544	24526143	0	220153	0	3320336	16075	2751787	6083	119	7565	10	42
1771725121	1564	0	0	0	0	170475	339684	0	1742888	24545922	0	220345	0	3325158	16091	2753284	6093	119	7565	7	34
1771725122	1565	0	0	0	0	170020	486124	0	2034572	24552515	0	220433	0	3325433	16095	2753284	6093	120	7569	10	36
1771725123	1566	0	0	0	0	171037	489236	0	2065016	24565701	0	220575	0	3325557	16097	2753370	6094	120	7574	10	39
1771725124	1567	0	0	0	0	174443	499292	0	2085524	24578887	0	220717	0	3326823	16106	2753370	6094	120	7579	10	39
1771725125	1568	0	0	0	0	171533	490732	0	2092544	24592073	0	220857	0	3327374	16109	2753370	6094	120	7585	10	42
1771725126	1569	0	0	0	0	172503	493608	0	2073812	24605259	0	220999	0	3327624	16113	2753370	6094	120	7587	10	39
1771725127	1570	0	0	0	0	168590	481900	0	2050376	24618445	0	221141	0	3327976	16117	2753370	6094	120	7592	10	39
1771725128	1571	0	0	0	0	173506	496728	0	2104256	24631631	0	221283	0	3329923	16125	2753370	6094	120	7604	10	42
1771725129	1572	0	0	0	0	171039	489168	0	2065016	24644817	0	221423	0	3332478	16151	2757665	6108	120	7608	10	39
1771725130	1573	0	0	0	0	170542	487700	0	2062088	24658003	0	221567	0	3332926	16159	2757747	6109	120	7611	10	39
1771725131	1574	0	0	0	0	172979	495076	0	2076740	24671189	0	221705	0	3339227	16191	2760110	6127	120	7615	10	39
1771725132	1575	0	0	0	0	178035	665040	0	2439880	24684375	0	221847	0	3342466	16211	2767389	6143	120	7623	12	43
1771725133	1576	0	0	0	0	172696	643568	0	2396920	24697561	0	221989	0	3343480	16217	2767559	6144	120	7626	12	43
1771725134	1577	0	0	0	0	172020	492168	0	2070884	24710747	0	222127	0	3345188	16225	2767729	6145	120	7628	10	39
1771725135	1578	0	0	0	0	164189	468644	0	2024000	24723933	0	222269	0	3345912	16231	2767729	6145	121	7631	10	39
1771725136	1579	0	0	0	0	175873	503660	0	2069732	24737119	0	222409	0	3347724	16250	2768289	6150	121	7634	10	36
1771725137	1580	0	0	0	0	171938	342616	0	1748752	24750305	0	222549	0	3350429	16267	2768745	6154	121	7636	8	35
1771725138	1581	0	0	0	0	172502	493568	0	2073812	24763491	0	222691	0	3352211	16280	2769287	6159	121	7644	10	39
1771725139	1582	0	0	0	0	171942	342644	0	1748752	24776677	0	222829	0	3352703	16288	2769401	6160	121	7644	8	35
1771725140	1583	0	0	0	0	173474	496392	0	2079668	24789863	0	222973	0	3354043	16304	2770432	6167	121	7652	10	39
1771725141	1584	0	0	0	0	173177	645636	0	2400824	24803049	0	223111	0	3360025	16332	2772324	6182	121	7659	12	43
1771725142	1585	0	0	0	0	172434	343600	0	1750704	24816235	0	223255	0	3360880	16336	2772666	6185	121	7659	8	35
1771725143	1586	0	0	0	0	172186	641940	0	2393016	24829421	0	223393	0	3361369	16342	2772780	6186	121	7668	12	43
1771725144	1587	0	0	0	0	171519	490708	0	2067956	24842607	0	223537	0	3362701	16351	2773067	6189	121	7671	10	39
1771725145	1588	0	0	0	0	172437	343504	0	1767096	24855793	0	223677	0	3363597	16358	2773407	6191	121	7675	8	37
1771725146	1589	0	0	0	0	170499	487624	0	2037500	24868979	0	223819	0	3363765	16361	2773407	6191	121	7678	10	36
1771725147	1590	0	0	0	0	173476	496548	0	2079668	24882165	0	223961	0	3364785	16371	2773407	6191	121	7684	10	39
1771725148	1591	0	0	0	0	169527	484476	0	2031644	24895351	0	224103	0	3365852	16376	2773407	6191	122	7685	10	36
1771725149	1592	0	0	0	0	171685	639732	0	2389112	24908537	0	224245	0	3367496	16393	2774567	6200	122	7695	12	43
1771725150	1593	0	0	0	0	171995	491976	0	2070884	24921723	0	224385	0	3368598	16406	2777789	6206	122	7704	10	39
1771725151	1594	0	0	0	0	171929	342636	0	1748752	24941502	0	224579	0	3374097	16427	2779763	6221	122	7706	7	34
1771725152	1595	0	0	0	0	172151	641512	0	2360232	24948095	0	224667	0	3374292	16429	2779763	6221	122	7712	12	39
1771725153	1596	0	0	0	0	164198	468696	0	2024000	24961281	0	224807	0	3374628	16435	2779763	6221	122	7716	10	39
1771725154	1597	0	0	0	0	168136	480456	0	2072036	24974467	0	224947	0	3374908	16440	2779763	6221	122	7723	10	42
1771725155	1598	0	0	0	0	171030	489252	0	2065016	24987653	0	225087	0	3375126	16442	2779825	6222	122	7725	10	39
1771725156	1599	0	0	0	0	167129	477660	0	2041580	25000839	0	225227	0	3377615	16463	2780841	6231	122	7733	10	39
1771725157	1600	0	0	0	0	171039	489204	0	2065016	25014025	0	225367	0	3378905	16471	2780841	6231	122	7736	10	39
1771725158	1601	0	0	0	0	171450	341644	0	1746800	25027211	0	225509	0	3380698	16477	2780841	6231	122	7738	8	35
1771725159	1602	0	0	0	0	167052	332828	0	1729216	25040397	0	225647	0	3385302	16494	2784477	6241	122	7742	8	35
1771725160	1603	0	0	0	0	173450	496576	0	2055080	25053583	0	225791	0	3386214	16503	2784602	6242	123	7746	10	36
1771725161	1604	0	0	0	0	170005	486104	0	2034572	25066769	0	225929	0	3387167	16513	2785423	6245	123	7751	10	36
1771725162	1605	0	0	0	0	170093	486348	0	2083748	25079955	0	226071	0	3394656	16541	2793039	6265	123	7760	10	42
1771725163	1606	0	0	0	0	171005	489088	0	2040428	25093141	0	226211	0	3395436	16549	2793039	6265	123	7761	10	36
1771725164	1607	0	0	0	0	173477	496572	0	2079668	25106327	0	226353	0	3397662	16561	2793297	6268	123	7765	10	39
1771725165	1608	0	0	0	0	171691	639600	0	2389112	25119513	0	226493	0	3398782	16568	2793297	6268	123	7774	12	43
1771725166	1609	0	0	0	0	173475	496524	0	2079668	25139292	0	226687	0	3399400	16575	2793297	6268	123	7775	9	38
1771725167	1610	0	0	0	0	171526	490740	0	2067956	25145885	0	226777	0	3401426	16582	2793469	6270	123	7778	10	39
1771725168	1611	0	0	0	0	172015	492312	0	2070884	25159071	0	226917	0	3402162	16589	2793555	6271	123	7781	10	39
1771725169	1612	0	0	0	0	173918	497864	0	2058008	25172257	0	227059	0	3402442	16594	2793555	6271	123	7784	10	36
1771725170	1613	0	0	0	0	173888	346488	0	1756560	25185443	0	227199	0	3403592	16601	2793555	6271	123	7787	8	35
1771725171	1614	0	0	0	0	173403	345484	0	1754608	25198629	0	227341	0	3406286	16628	2798061	6287	123	7791	8	35
1771725172	1615	0	0	0	0	171040	489184	0	2089604	25211815	0	227479	0	3410714	16643	2799472	6296	124	7802	10	42
1771725173	1616	0	0	0	0	170545	487756	0	2062088	25225001	0	227623	0	3412332	16652	2799472	6296	124	7803	10	39
1771725174	1617	0	0	0	0	173507	496596	0	2104256	25238187	0	227763	0	3414154	16662	2799472	6296	124	7808	10	42
1771725175	1618	0	0	0	0	173406	345448	0	1754608	25251373	0	227905	0	3415210	16669	2799472	6296	124	7810	8	35
1771725176	1619	0	0	0	0	170499	487636	0	2037500	25264559	0	228047	0	3417089	16681	2799902	6301	124	7815	10	36
1771725177	1620	0	0	0	0	178359	511148	0	2108972	25277745	0	228189	0	3418844	16691	2799902	6301	124	7820	10	39
1771725178	1621	0	0	0	0	175118	653444	0	2416456	25290931	0	228329	0	3419179	16696	2799902	6301	124	7829	12	43
1771725179	1622	0	0	0	0	174453	499512	0	2085524	25304117	0	228473	0	3419986	16700	2799902	6301	124	7829	10	39
1771725180	1623	0	0	0	0	171024	489172	0	2065016	25317303	0	228611	0	3421064	16709	2800172	6304	124	7832	10	39
1771725181	1624	0	0	0	0	168548	481772	0	2025788	25330489	0	228755	0	3421676	16714	2800172	6304	124	7834	10	36
1771725182	1625	0	0	0	0	172494	493556	0	2073812	25343675	0	228895	0	3427530	16737	2803587	6320	124	7839	10	39
1771725183	1626	0	0	0	0	170779	783688	0	2741468	25356861	0	229037	0	3428155	16743	2803587	6320	124	7851	14	52
1771725184	1627	0	0	0	0	169064	483256	0	2053304	25370047	0	229177	0	3428711	16747	2803587	6320	124	7851	10	39
1771725185	1628	0	0	0	0	169496	337696	0	1738984	25383233	0	229321	0	3429215	16756	2803587	6320	125	7854	8	35
1771725186	1629	0	0	0	0	170525	487688	0	2062088	25396419	0	229461	0	3429581	16760	2803927	6322	125	7859	10	39
1771725187	1630	0	0	0	0	175432	502416	0	2091392	25409605	0	229603	0	3430849	16768	2803927	6322	125	7865	10	39
1771725188	1631	0	0	0	0	173461	496484	0	2079668	25422791	0	229745	0	3431305	16775	2803927	6322	125	7868	10	39
1771725189	1632	0	0	0	0	175910	503868	0	2094320	25435977	0	229885	0	3432736	16786	2804013	6323	125	7873	10	39
1771725190	1633	0	0	0	0	169984	338680	0	1740936	25449163	0	230027	0	3433892	16793	2804013	6323	125	7874	8	35
1771725191	1634	0	0	0	0	171450	341592	0	1746800	25462349	0	230169	0	3436764	16819	2809972	6341	125	7879	8	35
1771725192	1635	0	0	0	0	168026	334908	0	1733128	25475535	0	230307	0	3441629	16840	2814608	6354	125	7882	8	35
1771725193	1636	0	0	0	0	173438	496372	0	2055080	25488721	0	230451	0	3444887	16857	2818762	6368	125	7887	10	36
1771725194	1637	0	0	0	0	169571	484664	0	2056232	25501907	0	230591	0	3445555	16863	2818762	6368	125	7891	10	39
1771725195	1638	0	0	0	0	174402	499156	0	2060936	25515093	0	230733	0	3445835	16868	2818762	6368	125	7894	10	36
1771725196	1639	0	0	0	0	172506	493624	0	2073812	25528279	0	230875	0	3446003	16871	2818762	6368	125	7900	10	39
1771725197	1640	0	0	0	0	175406	502232	0	2091392	25541465	0	231017	0	3446652	16877	2818762	6368	125	7904	10	39
1771725198	1641	0	0	0	0	169083	483392	0	2077892	25554651	0	231157	0	3454394	16912	2826918	6392	126	7909	10	42
1771725199	1642	0	0	0	0	171226	637608	0	2417976	25567837	0	231299	0	3455676	16920	2827263	6393	126	7925	12	47
1771725200	1643	0	0	0	0	175893	503684	0	2094320	25581023	0	231439	0	3457148	16930	2827595	6396	126	7928	10	39
1771725201	1644	0	0	0	0	175420	502360	0	2091392	25594209	0	231581	0	3457372	16934	2827595	6396	126	7931	10	39
1771725202	1645	0	0	0	0	170990	489056	0	2040428	25607395	0	231719	0	3462313	16953	2828600	6401	126	7934	10	36
1771725203	1646	0	0	0	0	171649	639464	0	2356328	25620581	0	231863	0	3463423	16969	2828928	6405	126	7938	12	39
1771725204	1647	0	0	0	0	176094	657312	0	2424264	25633767	0	232001	0	3464538	16980	2829141	6407	126	7945	12	43
1771725205	1648	0	0	0	0	173498	496588	0	2104256	25646953	0	232145	0	3464942	16987	2829227	6408	126	7956	10	42
1771725206	1649	0	0	0	0	174380	347524	0	1758512	25660139	0	232285	0	3465610	16993	2829227	6408	126	7956	8	35
1771725207	1650	0	0	0	0	171529	490712	0	2067956	25673325	0	232427	0	3466218	17001	2829227	6408	126	7963	10	39
1771725208	1651	0	0	0	0	176569	659316	0	2428168	25686511	0	232569	0	3467009	17008	2829333	6409	126	7968	12	43
1771725209	1652	0	0	0	0	168573	481900	0	2050376	25699697	0	232711	0	3467939	17017	2829517	6411	126	7969	10	39
1771725210	1653	0	0	0	0	172665	643536	0	2396920	25712883	0	232853	0	3469515	17033	2829713	6413	126	7977	12	43
1771725211	1654	0	0	0	0	174395	499348	0	2060936	25726069	0	232995	0	3471262	17055	2833716	6424	127	7977	10	36
1771725212	1655	0	0	0	0	171706	639552	0	2389112	25739255	0	233137	0	3477320	17085	2835284	6434	127	7985	12	43
1771725213	1656	0	0	0	0	173431	496420	0	2055080	25752441	0	233279	0	3479352	17095	2835706	6437	127	7985	10	36
1771725214	1657	0	0	0	0	179347	490620	0	2067956	25765627	0	233421	0	3479576	17099	2835706	6437	127	7990	10	39
1771725215	1658	0	0	0	0	179387	490700	0	2092544	25778813	0	233563	0	3480621	17105	2835706	6437	127	7994	10	42
1771725216	1659	0	0	0	0	179566	639560	0	2421896	25791999	0	233705	0	3481647	17112	2836046	6439	127	8004	12	47
1771725217	1660	0	0	0	0	179748	342432	0	1732360	25805185	0	233845	0	3482940	17119	2836046	6439	127	8004	8	33
1771725218	1661	0	0	0	0	176363	335752	0	1751472	25818371	0	233989	0	3483452	17125	2836046	6439	127	8006	8	37
